,Agent,Application ID,Burn Priority,Burn Request ID,Est. Permit Tonnage,Forest Health Exempt,Harvest Acres,Ignition Date,Ignition Period,In UGA,Landowner,Multi Day Burn,Permit Number,Post-Burn,Proposed Burn Area,Request Date,Smoke Dispersed,Total Proposed Burn,Unit Name,Lat,Lon,Request Year,Request Month,Burn Decision,Decision Date,Region
821,,2379,3.0,3443,928.0,,75.0,2015-10-27 10:00:00,300.0,,MVRD Fuels,,40000000978,,150.0,2015-10-27 00:00:00,,300.0,CUB CREEK HAND PILES,48.572, -120.287,2015,10,,,FED
822,,3751,,3838,30.0,,6.0,2015-10-26 09:30:00,5.0,,"HALLETT, JAMES HALLETT, JAMES",,NE20150221,,6.0,2015-11-10 00:00:00,,30.0,,47.572303, -117.552769,2015,11,Approved,2015-11-10 00:00:00,NE
823,Aric Lemmon,2861,,3368,60.0,,70.0,2015-10-26 09:30:00,5.0,,Stevenson Land Company Stevenson Land Company,,PC20150341,,70.0,2015-10-26 00:00:00,,60.0,WALLOW,45.730595, -121.99328,2015,10,Approved,2015-10-26 00:00:00,PC
824,Daisuke Sakuma,2850,,3195,925.0,,72.0,2015-10-26 09:00:00,90.0,,Sierra Pacific Sierra Pacific,,NW20153056,,2.0,2015-10-26 00:00:00,,299.0,SENTINEL,48.583, -121.882,2015,10,,,NW
825,,2746,,3267,30.0,,2.0,2015-10-26 09:30:00,5.0,,RYAN BERG RYAN BERG,,PC20150423,,2.0,2015-10-26 00:00:00,,30.0,BERG,45.802951, -122.506013,2015,10,Approved,2015-10-26 00:00:00,PC
826,Ryley Gray,2734,,3266,88.0,,100.0,2015-10-26 09:30:00,5.0,,1 WEYERHAEUSER CASTLE ROCK,,PC20150416,,100.0,2015-10-26 00:00:00,,88.0,6460 LANDINGS,46.031657, -122.628256,2015,10,Approved,2015-10-26 00:00:00,PC
827,,2730,,3384,30.0,,10.0,2015-10-26 09:30:00,5.0,,"HOFER, CRAIG HOFER, CRAIG",,OL20150163,,10.0,2015-10-26 00:00:00,,30.0,,48.135838, -123.667495,2015,10,Approved,2015-10-26 00:00:00,OL
828,Jammer Free,2633,,3327,76.0,,41.0,2015-10-26 09:30:00,5.0,,1 WEYERHAEUSER CASTLE ROCK,,PC20150413,,41.0,2015-10-27 00:00:00,,76.0,550 LANDINGS,46.451874, -122.356502,2015,10,Approved,2015-10-27 00:00:00,PC
829,Jammer Free,2632,,3326,30.0,,14.0,2015-10-26 09:30:00,5.0,,1 WEYERHAEUSER CASTLE ROCK,,PC20150412,,14.0,2015-10-27 00:00:00,,30.0,558F LANDINGS,46.451874, -122.356502,2015,10,Approved,2015-10-27 00:00:00,PC
830,Jammer Free,2631,,3325,20.0,,84.0,2015-10-26 09:30:00,5.0,,1 WEYERHAEUSER CASTLE ROCK,,PC20150410,,84.0,2015-10-27 00:00:00,,20.0,1973 LANDINGS,46.452424, -122.64725,2015,10,Approved,2015-10-27 00:00:00,PC
831,Jammer Free,2629,,3324,97.0,,95.0,2015-10-26 09:30:00,5.0,,1 WEYERHAEUSER CASTLE ROCK,,PC20150390,,95.0,2015-10-27 00:00:00,,97.0,M327 LANDINGS,46.49613, -122.501461,2015,10,Approved,2015-10-27 00:00:00,PC
832,Wes Tracy,2626,,3278,60.0,,7.0,2015-10-26 09:30:00,5.0,,WEYERHAEUSER WEYERHAEUSER,,PC20150380,,7.0,2015-10-27 00:00:00,,60.0,WILSON CREEK B-1300,46.67158, -123.600537,2015,10,Approved,2015-10-27 00:00:00,PC
833,Wes Tracy,2624,,3276,58.0,,3.0,2015-10-26 09:30:00,5.0,,WEYERHAEUSER WEYERHAEUSER,,PC20150383,,3.0,2015-10-27 00:00:00,,58.0,VESTA H-1080 #2,46.874871, -123.493378,2015,10,Approved,2015-10-27 00:00:00,PC
834,Wes Tracy,2623,,3275,85.0,,6.0,2015-10-26 09:30:00,5.0,,WEYERHAEUSER WEYERHAEUSER,,PC20150384,,6.0,2015-10-27 00:00:00,,85.0,VESTA H-1000/M-LINE,46.873065, -123.464389,2015,10,Approved,2015-10-27 00:00:00,PC
835,Wes Tracy,2622,,3274,58.0,,6.0,2015-10-26 09:30:00,5.0,,WEYERHAEUSER WEYERHAEUSER,,PC20150381,,6.0,2015-10-27 00:00:00,,58.0,JOE CRK F-3800/2790,46.843305, -123.787441,2015,10,Approved,2015-10-27 00:00:00,PC
836,Wes Tracy,2621,,3273,92.0,,8.0,2015-10-26 09:30:00,5.0,,WEYERHAEUSER WEYERHAEUSER,,PC20150382,,8.0,2015-10-27 00:00:00,,92.0,VESTA H-1080,46.873103, -123.478823,2015,10,Approved,2015-10-27 00:00:00,PC
837,,2620,,3272,30.0,,5.0,2015-10-26 09:30:00,5.0,,Charles Mctee,,PC20150420,,5.0,2015-10-27 00:00:00,,30.0,PLEASANT VALLEY RD,46.741231, -122.203011,2015,10,Approved,2015-10-27 00:00:00,PC
838,,2618,,3191,30.0,,7.0,2015-10-26 09:30:00,5.0,,TERRENCE L BURRES TERRENCE L BURRES,,PC20150424,,7.0,2015-10-27 00:00:00,,30.0,4301 SR 508,46.610484, -122.47931,2015,10,Approved,2015-10-27 00:00:00,PC
839,NIXON ENTERPRISES NIXON ENTERPRISES,2614,,3189,30.0,,10.0,2015-10-26 09:30:00,5.0,,STEPHEN WEBSTER STEPHEN WEBSTER,,PC20150389,,10.0,2015-10-27 00:00:00,,30.0,1500 LINCOLN CREEK RD,46.756863, -123.150826,2015,10,Approved,2015-10-27 00:00:00,PC
840,,2610,1.0,3176,374.0,,,2015-10-26 10:00:00,300.0,,MVRD Fuels,,40000000984,,,2015-10-26 00:00:00,,300.0,URCHIN MACHINE PILES CORRECTED,48.5915, -120.2508,2015,10,,,FED
841,,2608,1.0,3173,837.0,,79.0,2015-10-26 11:00:00,180.0,,Entiat Fuels,,40000000982,,79.0,2015-10-26 00:00:00,,299.0,DILL PILES 2015,47.864, -120.396,2015,10,,,FED
842,Jammer Free,2589,,3172,95.0,,97.0,2015-10-26 09:30:00,5.0,,1 WEYERHAEUSER CASTLE ROCK,,PC20150393,,97.0,2015-10-26 00:00:00,,95.0,WEYCO-JAMMER-9300Q LANDINGS,46.335336, -123.104459,2015,10,Approved,2015-10-26 00:00:00,PC
843,Jammer Free,2588,,3171,74.0,,65.0,2015-10-26 09:30:00,5.0,,1 WEYERHAEUSER CASTLE ROCK,,PC20150401,,65.0,2015-10-26 00:00:00,,74.0,WEYCO-JAMMER-6701 LANDINGS,46.076614, -122.502728,2015,10,Approved,2015-10-26 00:00:00,PC
844,Jammer Free,2585,,3170,89.0,,48.0,2015-10-26 09:30:00,5.0,,1 WEYERHAEUSER CASTLE ROCK,,PC20150411,,48.0,2015-10-26 00:00:00,,89.0,WEYCO-JAMMER-1440 LANDINGS,46.118544, -122.503191,2015,10,Approved,2015-10-26 00:00:00,PC
845,Jammer Free,2584,,3169,28.0,,32.0,2015-10-26 09:30:00,5.0,,1 WEYERHAEUSER CASTLE ROCK,,PC20150414,,32.0,2015-10-26 00:00:00,,19.0,WEYCO-JAMMER-6600 LANDINGS,46.06115, -122.482698,2015,10,Approved,2015-10-26 00:00:00,PC
846,ADAM LEE,2583,,3129,19.0,,26.0,2015-10-26 09:30:00,5.0,,ADAM LEE ADAM LEE,,PC20150421,,26.0,2015-10-26 00:00:00,,19.0,ADAM LEE - GERMANY CREEK,46.206625, -123.120957,2015,10,Approved,2015-10-26 00:00:00,PC
847,ADAM LEE,2582,,3128,30.0,,5.0,2015-10-26 09:30:00,5.0,,ADAM LEE ADAM LEE,,PC20150422,,5.0,2015-10-26 00:00:00,,30.0,ADAM LEE - MILLER POINT,46.321061, -123.695857,2015,10,Approved,2015-10-26 00:00:00,PC
848,MARK BAUGH,2387,,3188,63.0,,18.0,2015-10-26 09:30:00,5.0,,"SPRINGBOARD-WALLACE FALLS, LLC SPRINGBOARD-WALLACE FALLS, LLC",,NW20151078,,18.0,2015-10-27 00:00:00,,63.0,LOST JUG,47.823332, -121.738346,2015,10,Approved,2015-10-27 00:00:00,NW
849,,2383,2.0,3063,939.0,,311.0,2015-10-26 10:00:00,300.0,,Tonasket Tonasket,,40000000981,,311.0,2015-10-26 00:00:00,,473.0,SUMMIT HAND PILES/LANDINGS,48.5209, -119.2016,2015,10,Approved,2015-10-26 00:00:00,FED
850,,2381,1.0,3057,222.0,,6.0,2015-10-26 10:00:00,240.0,,Mt Adams Mt Adams,,40000000979,,6.0,2015-10-26 00:00:00,,222.0,WIN THIN,45.8181, -122.0531,2015,10,Approved,2015-10-26 00:00:00,FED
851,,2379,1.0,3174,928.0,,75.0,2015-10-26 10:00:00,360.0,,MVRD Fuels,,40000000978,,150.0,2015-10-26 00:00:00,,300.0,CUB CREEK HAND PILES,48.572, -120.287,2015,10,,,FED
852,"Frank Maduzia, JR",2361,,3269,10.0,,2.0,2015-10-26 09:30:00,5.0,,TRAILSIDE CREEK LLC TRAILSIDE CREEK LLC,,SE20150466,,2.0,2015-10-27 00:00:00,,10.0,FORTUNE CREEK,47.167828, -120.910488,2015,10,Approved,2015-10-27 00:00:00,SE
853,"Frank Maduzia, JR",2360,,3268,10.0,,2.0,2015-10-26 09:30:00,5.0,,HARDLINE RANCH HARDLINE RANCH,,SE20150465,,2.0,2015-10-27 00:00:00,,10.0,HARDLINE RANCH,47.167828, -120.910488,2015,10,Approved,2015-10-27 00:00:00,SE
854,,3747,,3834,30.0,,5.0,2015-10-25 09:30:00,5.0,,"MICKELSON, MIKE MICKELSON, MIKE",,NE20150215,,5.0,2015-11-10 00:00:00,,30.0,,47.529214, -117.400531,2015,11,Approved,2015-11-10 00:00:00,NE
855,,3745,,3832,30.0,,10.0,2015-10-25 09:30:00,5.0,,"LESSMEIER, TIMOTHY LESSMEIER, TIMOTHY",,NE20150213,,10.0,2015-11-10 00:00:00,,30.0,,47.573021, -117.379772,2015,11,Approved,2015-11-10 00:00:00,NE
856,,4004,,3601,30.0,,6.0,2015-10-23 09:30:00,5.0,,RICHARD RITZMAN RICHARD RITZMAN,,PC20150379,,6.0,2015-11-04 00:00:00,,30.0,RITZMAN UNIT,46.658033, -123.657831,2015,11,Approved,2015-11-04 00:00:00,PC
857,BEN NELSON,3750,,3837,81.0,,55.0,2015-10-23 09:30:00,5.0,,"HOISINGTON, DAVID HOISINGTON, DAVID",,NE20150219,,55.0,2015-11-10 00:00:00,,81.0,,48.3168, -117.250304,2015,11,Approved,2015-11-10 00:00:00,NE
858,,3749,,3836,30.0,,10.0,2015-10-23 09:30:00,5.0,,"PARCELL, DANNY PARCELL, DANNY",,NE20150218,,10.0,2015-11-10 00:00:00,,30.0,,47.765468, -117.550191,2015,11,Approved,2015-11-10 00:00:00,NE
859,,3748,,3835,30.0,,10.0,2015-10-23 09:30:00,5.0,,George Kiperash,,NE20150216,,10.0,2015-11-10 00:00:00,,30.0,,47.794763, -117.593614,2015,11,Approved,2015-11-10 00:00:00,NE
860,,3746,,3833,4.0,,66.0,2015-10-23 09:30:00,5.0,,"PHILLIPS, JAMES PHILLIPS, JAMES",,NE20150214,,66.0,2015-11-10 00:00:00,,4.0,,48.144972, -117.080138,2015,11,Approved,2015-11-10 00:00:00,NE
861,KARL,2729,,3265,30.0,,10.0,2015-10-23 09:30:00,5.0,,PURGLEY FAMILY TREE FARMS PURGLEY FAMILY TREE FARMS,,PC20150377,,10.0,2015-10-23 00:00:00,,30.0,PURSLEY FAMILY TREE FARM,46.4381, -123.000399,2015,10,Approved,2015-10-23 00:00:00,PC
862,,2478,,3068,30.0,,10.0,2015-10-23 09:30:00,5.0,,EVELYN DOBBINS EVELYN DOBBINS,,PC20150365,,10.0,2015-10-26 00:00:00,,30.0,DOBBINS,45.902801, -122.483109,2015,10,Approved,2015-10-26 00:00:00,PC
863,Warren Weston,2393,,3192,8.0,,8.0,2015-10-23 09:30:00,5.0,,Pilchuck Tree Farm Pilchuck Tree Farm,,NW20151074,,8.0,2015-10-27 00:00:00,,8.0,A FRAME,48.27217, -122.078454,2015,10,Approved,2015-10-27 00:00:00,NW
864,JOEY BICKFORD,2728,,3264,22.0,,24.0,2015-10-22 09:30:00,5.0,,AbstonHenricksen Land and Timber,,PC20150375,,24.0,2015-10-23 00:00:00,,22.0,UNIT 1,46.568968, -122.918809,2015,10,Approved,2015-10-23 00:00:00,PC
865,JOEY BICKFORD,2727,,3263,99.0,,9.0,2015-10-22 09:30:00,5.0,,AbstonHenricksen Land and Timber,,PC20150376,,9.0,2015-10-23 00:00:00,,99.0,UNIT 1,46.510651, -122.876017,2015,10,Approved,2015-10-23 00:00:00,PC
866,GRIFFIN CHAMBERLAIN,2726,,3262,30.0,,1.0,2015-10-22 09:30:00,5.0,,ORM TIMBER OPERATING CO II LLC ORM TIMBER OPERATING CO II LLC,,PC20150316,,1.0,2015-10-23 00:00:00,,30.0,ORM 12N 3E,46.539415, -122.398297,2015,10,Approved,2015-10-23 00:00:00,PC
867,GRIFFIN CHAMBERLAIN,2725,,3261,69.0,,76.0,2015-10-22 09:30:00,5.0,,ORM TIMBER OPERATING CO II LLC ORM TIMBER OPERATING CO II LLC,,PC20150315,,76.0,2015-10-23 00:00:00,,69.0,CISPUS GOLD,46.483399, -122.063133,2015,10,Approved,2015-10-23 00:00:00,PC
868,GRIFFIN CHAMBERLAIN,2724,,3260,17.0,,25.0,2015-10-22 09:30:00,5.0,,ORM TIMBER OPERATING CO II LLC ORM TIMBER OPERATING CO II LLC,,PC20150314,,25.0,2015-10-23 00:00:00,,17.0,CHICKEN ON A CHAIN,46.539697, -122.439186,2015,10,Approved,2015-10-23 00:00:00,PC
869,GRIFFIN CHAMBERLAIN,2723,,3259,75.0,,35.0,2015-10-22 09:30:00,5.0,,ORM TIMBER OPERATING CO II LLC ORM TIMBER OPERATING CO II LLC,,PC20150313,,35.0,2015-10-23 00:00:00,,75.0,EAGER BEAVER,46.554123, -122.438961,2015,10,Approved,2015-10-23 00:00:00,PC
870,GRIFFIN CHAMBERLAIN,2719,,3251,30.0,,6.0,2015-10-22 09:30:00,5.0,,POPE RESOURCES L.P. POPE RESOURCES L.P.,,PC20150321,,6.0,2015-10-23 00:00:00,,30.0,POPE RESOURCES,46.539743, -122.147116,2015,10,Approved,2015-10-23 00:00:00,PC
871,GRIFFIN CHAMBERLAIN,2718,,3250,41.0,,38.0,2015-10-22 09:30:00,5.0,,POPE RESOURCES L.P. POPE RESOURCES L.P.,,PC20150320,,38.0,2015-10-23 00:00:00,,41.0,NIGHT SHIFT,46.540144, -122.252339,2015,10,Approved,2015-10-23 00:00:00,PC
872,GRIFFIN CHAMBERLAIN,2717,,3249,17.0,,18.0,2015-10-22 09:30:00,5.0,,POPE RESOURCES L.P. POPE RESOURCES L.P.,,PC20150318,,18.0,2015-10-23 00:00:00,,17.0,SAND BOX,46.510786, -122.189106,2015,10,Approved,2015-10-23 00:00:00,PC
873,GRIFFIN CHAMBERLAIN,2716,,3248,25.0,,17.0,2015-10-22 09:30:00,5.0,,POPE RESOURCES L.P. POPE RESOURCES L.P.,,PC20150319,,17.0,2015-10-23 00:00:00,,25.0,SAND SHARK,46.510786, -122.189106,2015,10,Approved,2015-10-23 00:00:00,PC
874,GRIFFIN CHAMBERLAIN,2715,,3247,38.0,,54.0,2015-10-22 09:30:00,5.0,,POPE RESOURCES L.P. POPE RESOURCES L.P.,,PC20150317,,54.0,2015-10-23 00:00:00,,38.0,SOUTH PLAIN,46.539539, -122.315048,2015,10,Approved,2015-10-23 00:00:00,PC
875,Joe Berry,2714,,3246,45.0,,63.0,2015-10-22 09:30:00,5.0,,Orm Timber Fund Iii (Reit) Inc Orm Timber Fund Iii (Reit) Inc,,PC20150311,,63.0,2015-10-23 00:00:00,,45.0,NEWSKAH C,46.872856, -123.902307,2015,10,Approved,2015-10-23 00:00:00,PC
876,Joe Berry,2712,,3245,98.0,,82.0,2015-10-22 09:30:00,5.0,,Orm Timber Fund Iii (Reit) Inc Orm Timber Fund Iii (Reit) Inc,,PC20150309,,82.0,2015-10-23 00:00:00,,98.0,NEWSKAH A,46.872856, -123.902307,2015,10,Approved,2015-10-23 00:00:00,PC
877,Joe Berry,2711,,3244,29.0,,42.0,2015-10-22 09:30:00,5.0,,Orm Timber Fund Iii (Reit) Inc Orm Timber Fund Iii (Reit) Inc,,PC20150308,,42.0,2015-10-23 00:00:00,,29.0,EAST FORK MAINLINE,46.857539, -123.808315,2015,10,Approved,2015-10-23 00:00:00,PC
878,Joe Berry,2710,,3243,93.0,,56.0,2015-10-22 09:30:00,5.0,,Orm Timber Fund Iii (Reit) Inc Orm Timber Fund Iii (Reit) Inc,,PC20150307,,56.0,2015-10-23 00:00:00,,93.0,BISHOP NORTH,46.785446, -123.78794,2015,10,Approved,2015-10-23 00:00:00,PC
879,Joe Berry,2709,,3242,27.0,,26.0,2015-10-22 09:30:00,5.0,,Orm Timber Fund Iii (Reit) Inc Orm Timber Fund Iii (Reit) Inc,,PC20150306,,26.0,2015-10-23 00:00:00,,27.0,BISHOP SOUTH,46.785446, -123.78794,2015,10,Approved,2015-10-23 00:00:00,PC
880,Joe Berry,2708,,3241,68.0,,38.0,2015-10-22 09:30:00,5.0,,Orm Timber Fund Iii (Reit) Inc Orm Timber Fund Iii (Reit) Inc,,PC20150305,,38.0,2015-10-23 00:00:00,,68.0,SOUTH PALIX,46.538302, -123.874862,2015,10,Approved,2015-10-23 00:00:00,PC
881,Joe Berry,2706,,3240,50.0,,47.0,2015-10-22 09:30:00,5.0,,Orm Timber Fund Iii (Reit) Inc Orm Timber Fund Iii (Reit) Inc,,PC20150303,,47.0,2015-10-23 00:00:00,,50.0,NEMAH 724,46.47946, -123.796851,2015,10,Approved,2015-10-23 00:00:00,PC
882,JEWELL WEDDING,2581,,3119,30.0,,5.0,2015-10-22 09:30:00,5.0,,DAVID AND CYNTHIA LARSON DAVID AND CYNTHIA LARSON,,PC20150378,,5.0,2015-10-23 00:00:00,,30.0,LARSON,45.787417, -122.342401,2015,10,Approved,2015-10-23 00:00:00,PC
883,Bob Borden,2397,,3430,30.0,,10.0,2015-10-22 09:30:00,5.0,,Rex Valentine,,OL20150162,,10.0,2015-10-30 00:00:00,,30.0,,47.059204, -123.64315,2015,10,Approved,2015-10-30 00:00:00,OL
884,,2379,1.0,3010,928.0,,75.0,2015-10-22 09:30:00,420.0,,MVRD Fuels,,40000000978,,150.0,2015-10-22 00:00:00,,300.0,CUB CREEK HAND PILES,48.572, -120.287,2015,10,,,FED
885,NIXON ENTERPRISES NIXON ENTERPRISES,2782,,3320,30.0,,10.0,2015-10-21 09:30:00,5.0,,EARL HENDERSON EARL HENDERSON,,PC20150374,,10.0,2015-10-22 00:00:00,,30.0,662 CENTRALIA-ALPHA RD,46.670139, -122.897879,2015,10,Approved,2015-10-22 00:00:00,PC
886,NIXON ENTERPRISES NIXON ENTERPRISES,2781,,3319,30.0,,10.0,2015-10-21 09:30:00,5.0,,KEITH MCMASTER KEITH MCMASTER,,PC20150372,,10.0,2015-10-22 00:00:00,,30.0,SOUTH BANK ROAD,46.974825, -123.399293,2015,10,Approved,2015-10-22 00:00:00,PC
887,,2703,,3236,97.0,,14.0,2015-10-21 09:30:00,5.0,,DEAN DANIELS DEAN DANIELS,,PC20150367,,14.0,2015-10-23 00:00:00,,97.0,D.DANIELS,46.614367, -123.664106,2015,10,Approved,2015-10-23 00:00:00,PC
888,NIXON ENTERPRISES NIXON ENTERPRISES,2701,,3235,30.0,,10.0,2015-10-21 09:30:00,5.0,,AUDREY OXLEY AUDREY OXLEY,,PC20150373,,10.0,2015-10-23 00:00:00,,30.0,246 BRIM RD,46.524886, -122.709569,2015,10,Approved,2015-10-23 00:00:00,PC
889,JUSTIN KNOBEL,2444,,3056,25.0,,5.0,2015-10-21 09:30:00,5.0,,PACIFIC WEST TIMBER C/O THE CAMPBELL GROUP PACIFIC WEST TIMBER C/O THE CAMPBELL GROUP,,OL20150157,,5.0,2015-10-22 00:00:00,,25.0,7106 JCT 2,48.216906, -124.547931,2015,10,Approved,2015-10-22 00:00:00,OL
890,DAN BOYD,2385,,3065,49.0,,40.0,2015-10-21 09:30:00,5.0,,MARK D. WITTE MARK D. WITTE,,OL20150160,,40.0,2015-10-23 00:00:00,,49.0,,47.80227, -124.08564,2015,10,Approved,2015-10-23 00:00:00,OL
891,,2379,2.0,3003,928.0,,75.0,2015-10-21 09:30:00,480.0,,MVRD Fuels,,40000000978,,75.0,2015-10-21 00:00:00,,150.0,CUB CREEK HAND PILES,48.572, -120.287,2015,10,,,FED
892,John Tweedale,4003,,3600,45.0,,21.0,2015-10-20 09:30:00,5.0,,Dnr Dnr,,PC20150355,,21.0,2015-11-04 00:00:00,,45.0,GRAN TORINO U4,46.437965, -122.562176,2015,11,Approved,2015-11-04 00:00:00,PC
893,John Tweedale,4001,,3599,67.0,,9.0,2015-10-20 09:30:00,5.0,,Dnr Dnr,,PC20150353,,9.0,2015-11-04 00:00:00,,67.0,GRAN TORINO U2,46.437965, -122.562176,2015,11,Approved,2015-11-04 00:00:00,PC
894,John Tweedale,4000,,3598,9.0,,10.0,2015-10-20 09:30:00,5.0,,Dnr Dnr,,PC20150354,,10.0,2015-11-04 00:00:00,,9.0,GRAN TORINO U3,46.437965, -122.562176,2015,11,Approved,2015-11-04 00:00:00,PC
895,John Tweedale,2918,,3597,91.0,,27.0,2015-10-20 09:30:00,5.0,,Dnr Dnr,,PC20150359,,27.0,2015-11-04 00:00:00,,91.0,HOPPER U7,46.699016, -123.087549,2015,11,Approved,2015-11-04 00:00:00,PC
896,John Tweedale,2914,,3596,76.0,,85.0,2015-10-20 09:30:00,5.0,,Dnr Dnr,,PC20150351,,85.0,2015-11-04 00:00:00,,76.0,CIGAR SORTS U-3,46.743411, -123.256837,2015,11,Approved,2015-11-04 00:00:00,PC
897,Wes Tracy,2580,,3118,78.0,,8.0,2015-10-20 09:30:00,5.0,,Weyerhauser Weyerhauser,,PC20150205,,8.0,2015-10-21 00:00:00,,78.0,WILSON CRK C-1500,46.685803, -123.599914,2015,10,Approved,2015-10-21 00:00:00,PC
898,CHRIS PEARSON,3741,,3828,23.0,,2.0,2015-10-19 09:30:00,5.0,,STIMSON LUMBER COMPANY STIMSON LUMBER COMPANY,,NE20150204,,2.0,2015-11-10 00:00:00,,23.0,,48.463402, 117.546629,2015,11,Approved,2015-11-10 00:00:00,NE
899,Wes Tracy,4005,,3602,30.0,,8.0,2015-10-16 09:30:00,5.0,,EDNA HUHTA EDNA HUHTA,,PC20150326,,8.0,2015-11-04 00:00:00,,30.0,E. HUHTA,46.177848, -123.041682,2015,11,Approved,2015-11-04 00:00:00,PC
900,,2889,,3773,45.0,,24.0,2015-10-16 09:30:00,5.0,,Mike Olson,,SE20150423,,24.0,2015-11-03 00:00:00,,45.0,TILLMAN CREEK,47.15388, -120.974582,2015,11,Approved,2015-11-03 00:00:00,SE
901,JIM CRANSTON,2860,,3364,30.0,,3.0,2015-10-16 09:30:00,5.0,,WEST RIM LOGGING WEST RIM LOGGING,,NW20150053,,3.0,2015-10-21 00:00:00,,30.0,,48.595298, -122.367827,2015,10,Approved,2015-10-21 00:00:00,NW
902,JIM CRANSTON,2380,,3009,30.0,,2.0,2015-10-16 09:30:00,5.0,,LUNDGREN RAY LUNDGREN RAY,,NW20150054,,2.0,2015-10-22 00:00:00,,30.0,,48.551826, -122.367647,2015,10,Approved,2015-10-22 00:00:00,NW
903,JACK ANDERSON,3734,,3821,46.0,,15.0,2015-10-15 09:30:00,5.0,,"REFLEKTOR NALP, LLC REFLEKTOR NALP, LLC",,NE20150191,,15.0,2015-11-10 00:00:00,,46.0,SLASH PILE #3 AND #4,48.877914, -118.56052,2015,11,Approved,2015-11-10 00:00:00,NE
904,Ryan Kaino,5158,,3854,62.0,,73.0,2015-10-14 09:30:00,5.0,,Pac West Log Co C/O Campbell Global Pac West Log Co C/O Campbell Global,,PC20150135,,73.0,2015-11-09 00:00:00,,62.0,COREY & TREVOR,46.291431, -123.286098,2015,11,Approved,2015-11-09 00:00:00,PC
905,,3738,,3825,30.0,,10.0,2015-10-14 09:30:00,5.0,,James Knight,,NE20150199,,10.0,2015-11-10 00:00:00,,30.0,,47.911024, -117.422338,2015,11,Approved,2015-11-10 00:00:00,NE
906,,3737,,3824,30.0,,7.0,2015-10-14 09:30:00,5.0,,Robert Heitman,,NE20150198,,7.0,2015-11-10 00:00:00,,30.0,,47.867484, -117.421851,2015,11,Approved,2015-11-10 00:00:00,NE
907,,3735,,3822,30.0,,10.0,2015-10-13 09:30:00,5.0,,"CRECELIUS, LYLE CRECELIUS, LYLE",,NE20150196,,10.0,2015-11-10 00:00:00,,30.0,,47.823854, -117.378766,2015,11,Approved,2015-11-10 00:00:00,NE
908,DENNIS ASHE,5162,,3855,30.0,,10.0,2015-10-12 09:30:00,5.0,,VICKIE MICHELS VICKIE MICHELS,,PC20150194,,10.0,2015-11-09 00:00:00,,30.0,PIPPIN FARM UNIT,46.57049, -123.580299,2015,11,Approved,2015-11-09 00:00:00,PC
909,,3733,,3820,30.0,,7.0,2015-10-09 09:30:00,5.0,,"YOUNG, GARY AND LESLIE YOUNG, GARY AND LESLIE",,NE20150194,,7.0,2015-11-10 00:00:00,,30.0,,47.995087, -117.187187,2015,11,Approved,2015-11-10 00:00:00,NE
910,,3732,,3772,30.0,,10.0,2015-10-07 09:30:00,5.0,,Steve Lloyd,,NE20150193,,10.0,2015-11-10 00:00:00,,30.0,,47.603944, -117.314228,2015,11,Approved,2015-11-10 00:00:00,NE
911,JOHN RICHARDSON,4449,,4502,26.0,,26.0,2015-10-05 09:00:00,63.0,,JBLM JBLM,,JBRX151005B,,26.0,2015-10-05 00:00:00,,26.0,TA814TA817,47.075786, -122.473934,2015,10,,,FED
912,JOHN RICHARDSON,4448,,4501,1.0,,1.0,2015-10-05 09:00:00,60.0,,JBLM JBLM,,JBRX151005A,,1.0,2015-10-05 00:00:00,,1.0,13LN01,47.014934, -122.453761,2015,10,,,FED
913,,3731,,3771,30.0,,10.0,2015-10-05 09:30:00,5.0,,David Olson,,NE20150192,,10.0,2015-11-10 00:00:00,,30.0,,47.780223, -117.293517,2015,11,Approved,2015-11-10 00:00:00,NE
914,,3730,,3770,39.0,,50.0,2015-10-05 09:30:00,5.0,,Todd Rigby,,NE20150190,,50.0,2015-11-10 00:00:00,,39.0,,47.603795, -117.121175,2015,11,Approved,2015-11-10 00:00:00,NE
915,,3725,,3765,30.0,,10.0,2015-10-02 09:30:00,5.0,,"JONES, JENNINGS JONES, JENNINGS",,NE20150185,,10.0,2015-11-10 00:00:00,,30.0,,47.664726, -117.657654,2015,11,Approved,2015-11-10 00:00:00,NE
916,,3720,,3760,30.0,,10.0,2015-10-02 09:30:00,5.0,,Doran Garber,,NE20150178,,10.0,2015-11-10 00:00:00,,30.0,,47.679113, -117.657565,2015,11,Approved,2015-11-10 00:00:00,NE
917,,5155,,3850,90.0,,8.0,2015-10-01 09:30:00,5.0,,CLINTON KYSAR CLINTON KYSAR,,PC20150102,,8.0,2015-11-09 00:00:00,,90.0,C.KYSAR 2,45.931435, -122.670288,2015,11,Approved,2015-11-09 00:00:00,PC
918,,3729,,3769,30.0,,5.0,2015-10-01 09:30:00,5.0,,Spencer Davis,,NE20150189,,5.0,2015-11-10 00:00:00,,30.0,,47.736694, -117.058313,2015,11,Approved,2015-11-10 00:00:00,NE
919,,3728,,3768,30.0,,10.0,2015-10-01 09:30:00,5.0,,Kon Shiva,,NE20150188,,10.0,2015-11-10 00:00:00,,30.0,,47.572538, -117.163744,2015,11,Approved,2015-11-10 00:00:00,NE
