Incident Name,Incident Number,Classification,Region,County,Final Total Acres,Type of Date,General Cause,Specific Cause,Specific Sub Cause,Date,Time
Rose Valley,17,Classified,PACIFIC CASC,Cowlitz County,,First Attack,Debris Burning,None,None,05/30/08,13:15
MAY ART,819,False Alarm,NORTHEAST,Ferry County,,Started,Undetermined,None,None,05/29/08,18:24
Taneum MP3,21,Classified,SOUTHEAST,Kittitas County,,Started,Recreation,Camper,Campfire,05/29/08,6:00
Taneum MP3,21,Classified,SOUTHEAST,Kittitas County,,First Attack,Recreation,Camper,Campfire,05/29/08,9:50
CHEWILIKEN CHASER,35,Classified,NORTHEAST,Okanogan County,,First Attack,Debris Burning,None,None,05/28/08,13:50
BISSELL ROAD,34,Classified,NORTHEAST,Stevens County,,Started,Debris Burning,None,None,05/27/08,14:00
BISSELL ROAD,34,Classified,NORTHEAST,Stevens County,,First Attack,Debris Burning,None,None,05/27/08,16:15
FA - Suntich Canyon,806,False Alarm,SOUTHEAST,Chelan County,,Started,Undetermined,None,None,05/27/08,13:57
Golden Phesant,9,Classified,SO PUGET,Mason County,,Started,Miscellaneous,Other,None,05/27/08,20:39
Golden Phesant,9,Classified,SO PUGET,Mason County,,First Attack,Miscellaneous,Other,None,05/27/08,20:49
HO Truck,3,Classified,NORTHWEST,Skagit County,,First Attack,Miscellaneous,Vehicle Fire,None,05/27/08,15:30
HO Truck,3,Classified,NORTHWEST,Skagit County,,Started,Miscellaneous,Vehicle Fire,None,05/27/08,15:30
HOT CRAW,33,Classified,NORTHEAST,Okanogan County,,Started,Logging,Equipment Burning,None,05/27/08,10:50
HOT CRAW,33,Classified,NORTHEAST,Okanogan County,,First Attack,Logging,Equipment Burning,None,05/27/08,11:20
Highway,20,Classified,SOUTHEAST,Klickitat County,,Started,Debris Burning,None,None,05/27/08,7:30
Highway,20,Classified,SOUTHEAST,Klickitat County,,First Attack,Debris Burning,None,None,05/27/08,8:30
Summit,19,Classified,SOUTHEAST,Klickitat County,,First Attack,Lightning,None,None,05/27/08,7:00
UN--Wood Road,603,Unclassified,SOUTHEAST,Klickitat County,,Started,Debris Burning,None,None,05/27/08,7:22
North Fork #1,17,Classified,SOUTHEAST,Yakima County,,Started,Recreation,Camper,Campfire,05/26/08,14:33
North Fork #1,17,Classified,SOUTHEAST,Yakima County,,First Attack,Recreation,Camper,Campfire,05/26/08,14:44
North Fork #2,18,Classified,SOUTHEAST,Yakima County,,Started,Recreation,Camper,Campfire,05/26/08,15:19
North Fork #2,18,Classified,SOUTHEAST,Yakima County,,First Attack,Recreation,Camper,Campfire,05/26/08,15:19
Summit,19,Classified,SOUTHEAST,Klickitat County,,Started,Lightning,None,None,05/26/08,7:05
CHEWILIKEN CHASER,35,Classified,NORTHEAST,Okanogan County,,Started,Debris Burning,None,None,05/25/08,17:30
Garmin,16,Classified,SOUTHEAST,Chelan County,,First Attack,Miscellaneous,Vehicle Fire,None,05/25/08,17:00
Garmin,16,Classified,SOUTHEAST,Chelan County,,Started,Miscellaneous,Vehicle Fire,None,05/25/08,16:00
WDFW-Durr Knob,1502,Other Agency,SOUTHEAST,Kittitas County,,Started,Lightning,None,None,05/25/08,13:30
WHEELER MTN,800,False Alarm,NORTHWEST,Snohomish County,,Started,Undetermined,None,None,05/25/08,12:00
BLACK SAND,32,Classified,NORTHEAST,Stevens County,,First Attack,Recreation,Camper,Campfire,05/24/08,11:50
BLACK SAND,32,Classified,NORTHEAST,Stevens County,,Started,Recreation,Camper,Campfire,05/24/08,9:00
Byrd Fire,16,Classified,PACIFIC CASC,Lewis County,,Started,Debris Burning,None,None,05/24/08,14:30
Byrd Fire,16,Classified,PACIFIC CASC,Lewis County,,First Attack,Debris Burning,None,None,05/24/08,14:00
FA - Cark Road,805,False Alarm,SOUTHEAST,Klickitat County,,Started,Undetermined,None,None,05/24/08,19:20
FA- Burdoin Mtn,807,False Alarm,SOUTHEAST,Klickitat County,,Started,Undetermined,None,None,05/24/08,21:12
Lake Road,15,Classified,SOUTHEAST,Klickitat County,,Started,Debris Burning,None,None,05/24/08,15:30
Lake Road,15,Classified,SOUTHEAST,Klickitat County,,First Attack,Debris Burning,None,None,05/24/08,15:50
GREY DAY,818,False Alarm,NORTHEAST,Pend Oreille County,,Started,Undetermined,None,None,05/23/08,15:00
EVAN'S DITCHLINE,608,Unclassified,NORTHEAST,Stevens County,,Started,Debris Burning,None,None,05/21/08,16:05
Rimrock Road,14,Classified,SOUTHEAST,Klickitat County,,First Attack,Miscellaneous,Electric Fence,None,05/20/08,15:52
Rimrock Road,14,Classified,SOUTHEAST,Klickitat County,,Started,Miscellaneous,Electric Fence,None,05/20/08,15:40
Lynch Road,6,Classified,SO PUGET,Mason County,,Started,Recreation,Other,Other,05/19/08,13:40
Lynch Road,6,Classified,SO PUGET,Mason County,,First Attack,Recreation,Other,Other,05/19/08,13:40
Rainbow Lake,7,Classified,SO PUGET,Mason County,,Started,Miscellaneous,Other,None,05/19/08,15:00
Rainbow Lake,7,Classified,SO PUGET,Mason County,,First Attack,Miscellaneous,Other,None,05/19/08,15:10
VALLEY SCHOOL,29,Classified,NORTHEAST,Stevens County,,Started,Debris Burning,None,None,05/19/08,6:00
VALLEY SCHOOL,29,Classified,NORTHEAST,Stevens County,,First Attack,Debris Burning,None,None,05/19/08,7:00
FA - Fowler Creek,804,False Alarm,SOUTHEAST,Kittitas County,,Started,Undetermined,None,None,05/18/08,9:49
Grafitti Bridge,15,Classified,PACIFIC CASC,Thurston County,,Started,Railroad,Other,None,05/18/08,13:20
Grafitti Bridge,15,Classified,PACIFIC CASC,Thurston County,,First Attack,Railroad,Other,None,05/18/08,13:40
LEISURE FIRE,30,Classified,NORTHEAST,Stevens County,,Started,Debris Burning,None,None,05/18/08,12:00
LEISURE FIRE,30,Classified,NORTHEAST,Stevens County,,First Attack,Debris Burning,None,None,05/18/08,14:30
LYNDEN PILE,31,Classified,NORTHEAST,Spokane County,,Started,Debris Burning,None,None,05/18/08,14:00
LYNDEN PILE,31,Classified,NORTHEAST,Spokane County,,First Attack,Debris Burning,None,None,05/18/08,15:00
Swauk Prarie,13,Classified,SOUTHEAST,Kittitas County,,Started,Miscellaneous,Burning material from auto (other than thrown),None,05/18/08,13:30
W SOUTH BANK,28,Classified,NORTHEAST,Stevens County,,First Attack,Debris Burning,None,None,05/18/08,15:20
Cedar River A-Line,14,Classified,PACIFIC CASC,Pacific County,,Started,Arson,Other,None,05/17/08,7:00
Cedar River A-Line,14,Classified,PACIFIC CASC,Pacific County,,First Attack,Arson,Other,None,05/17/08,8:00
Chandler Road,802,False Alarm,PACIFIC CASC,Lewis County,,Started,Undetermined,None,None,05/17/08,14:15
FA - Barber Springs,803,False Alarm,SOUTHEAST,Kittitas County,,Started,Undetermined,None,None,05/17/08,17:17
Klickitat Trail 2,12,Classified,SOUTHEAST,Klickitat County,,Started,Arson,Other,None,05/17/08,14:08
Klickitat Trail 2,12,Classified,SOUTHEAST,Klickitat County,,First Attack,Arson,Other,None,05/17/08,14:50
Robinson Road,5,Classified,SO PUGET,Mason County,,Started,Debris Burning,None,None,05/17/08,14:20
Robinson Road,5,Classified,SO PUGET,Mason County,,First Attack,Debris Burning,None,None,05/17/08,14:30
SKYO,13,Classified,PACIFIC CASC,Lewis County,,First Attack,Recreation,Other,Campfire,05/17/08,15:30
Studebaker Placer,803,False Alarm,PACIFIC CASC,Cowlitz County,,Started,Undetermined,None,None,05/17/08,15:00
W SOUTH BANK,28,Classified,NORTHEAST,Stevens County,,Started,Debris Burning,None,None,05/17/08,11:00
WELLPINIT COMPLEX,1500,Other Agency,NORTHEAST,Stevens County,,Started,Miscellaneous,Other,None,05/17/08,14:00
Klickitat 1,11,Classified,SOUTHEAST,Klickitat County,,Started,Arson,Other,None,05/16/08,11:44
Klickitat 1,11,Classified,SOUTHEAST,Klickitat County,,First Attack,Arson,Other,None,05/16/08,11:57
Log Cabin Fire,12,Classified,PACIFIC CASC,Cowlitz County,,Started,Miscellaneous,Burning material from auto (other than thrown),None,05/16/08,15:30
Log Cabin Fire,12,Classified,PACIFIC CASC,Cowlitz County,,First Attack,Miscellaneous,Burning material from auto (other than thrown),None,05/16/08,15:45
Maple,11,Classified,PACIFIC CASC,Skamania County,,First Attack,Debris Burning,None,None,05/16/08,12:10
Maple,11,Classified,PACIFIC CASC,Skamania County,,Started,Debris Burning,None,None,05/16/08,11:30
SKYO,13,Classified,PACIFIC CASC,Lewis County,,Started,Recreation,Other,Campfire,05/16/08,16:00
BUMP HILL ROAD,27,Classified,NORTHEAST,Stevens County,,Started,Debris Burning,None,None,05/15/08,15:35
BUMP HILL ROAD,27,Classified,NORTHEAST,Stevens County,,First Attack,Debris Burning,None,None,05/15/08,16:00
FA - Box Canyon,802,False Alarm,SOUTHEAST,Klickitat County,,Started,Undetermined,None,None,05/15/08,10:39
FY 08 OCLA NF ABCD,4,Out of State,,,,Started,Undetermined,None,None,05/14/08,13:00
FAWN,26,Classified,NORTHEAST,Okanogan County,,First Attack,Debris Burning,None,None,05/13/08,19:20
FAWN,26,Classified,NORTHEAST,Okanogan County,,Started,Debris Burning,None,None,05/13/08,19:00
HAVILLAH,817,False Alarm,NORTHEAST,Okanogan County,,Started,Undetermined,None,None,05/12/08,12:09
Hubb Cap,29,Classified,SOUTHEAST,Klickitat County,,Started,Logging,Equipment Burning,None,05/12/08,13:00
Hubb Cap,29,Classified,SOUTHEAST,Klickitat County,,First Attack,Logging,Equipment Burning,None,05/12/08,13:00
MP 51,10,Classified,PACIFIC CASC,Skamania County,,First Attack,Recreation,Other,Other,05/12/08,12:10
MP 51,10,Classified,PACIFIC CASC,Skamania County,,Started,Recreation,Other,Other,05/12/08,12:07
Satus Loop,10,Classified,SOUTHEAST,Klickitat County,,Started,Miscellaneous,Other,None,05/12/08,14:31
WDFW-Tarpiscan,1501,Other Agency,SOUTHEAST,Kittitas County,,Started,Recreation,Camper,Campfire,05/12/08,12:00
Moonshine,17,Classified,SOUTHEAST,Klickitat County,,Started,Debris Burning,None,None,05/11/08,16:05
Rocky,9,Classified,SOUTHEAST,Kittitas County,,Started,Debris Burning,None,None,05/10/08,10:10
Rocky,9,Classified,SOUTHEAST,Kittitas County,,First Attack,Debris Burning,None,None,05/10/08,11:20
FIELD OF DREAMS,816,False Alarm,NORTHEAST,Stevens County,,Started,Undetermined,None,None,05/09/08,14:24
Mile Post 181,8,Classified,SOUTHEAST,Klickitat County,,Started,Recreation,Camper,Campfire,05/09/08,19:27
Mile Post 181,8,Classified,SOUTHEAST,Klickitat County,,First Attack,Recreation,Camper,Campfire,05/09/08,20:26
RODEO FIRE,607,Unclassified,NORTHEAST,Okanogan County,,Started,Miscellaneous,Power Line,None,05/09/08,13:22
Tweeker,603,Unclassified,PACIFIC CASC,Skamania County,,Started,Miscellaneous,Other,None,05/09/08,5:30
UN--Peoh Pt ,602,Unclassified,SOUTHEAST,Kittitas County,,Started,Debris Burning,None,None,05/09/08,20:51
Little Falls,801,False Alarm,PACIFIC CASC,Cowlitz County,,Started,Undetermined,None,None,05/08/08,21:13
TALKIRE LAKE,815,False Alarm,NORTHEAST,Okanogan County,,Started,Undetermined,None,None,05/08/08,13:12
CARBON CAR,1500,Other Agency,SO PUGET,Pierce County,,Started,Recreation,Camper,Other,05/07/08,13:30
Murdock/MP79,7,Classified,SOUTHEAST,Klickitat County,,Started,Railroad,Track maintenance,None,05/07/08,12:24
Murdock/MP79,7,Classified,SOUTHEAST,Klickitat County,,First Attack,Railroad,Track maintenance,None,05/07/08,12:44
SOLAR LOOP,25,Classified,NORTHEAST,Stevens County,,Started,Debris Burning,None,None,05/06/08,13:00
SOLAR LOOP,25,Classified,NORTHEAST,Stevens County,,First Attack,Debris Burning,None,None,05/06/08,13:10
UN--743 Fire,601,Unclassified,SOUTHEAST,Kittitas County,,Started,Debris Burning,None,None,05/06/08,11:49
Cottonwood Island,602,Unclassified,PACIFIC CASC,Cowlitz County,,Started,Recreation,Camper,Campfire,05/05/08,14:15
Fowler Creek,6,Classified,SOUTHEAST,Kittitas County,,Started,Debris Burning,None,None,05/05/08,14:08
Fowler Creek,6,Classified,SOUTHEAST,Kittitas County,,First Attack,Debris Burning,None,None,05/05/08,14:40
HAAGS COVE,23,Classified,NORTHEAST,Ferry County,,Started,Debris Burning,None,None,05/05/08,12:00
HAAGS COVE,23,Classified,NORTHEAST,Ferry County,,First Attack,Debris Burning,None,None,05/05/08,14:40
DAISY MINE WEST,22,Classified,NORTHEAST,Stevens County,,First Attack,Debris Burning,None,None,05/04/08,15:45
DAISY MINE WEST,22,Classified,NORTHEAST,Stevens County,,Started,Debris Burning,None,None,05/04/08,15:00
EAGLE LAMBERT WAY,21,Classified,NORTHEAST,Stevens County,,First Attack,Debris Burning,None,None,05/04/08,18:00
FA--Easton ST Park,801,False Alarm,SOUTHEAST,Kittitas County,,Started,Undetermined,None,None,05/04/08,17:27
Ridgecrest,4,Classified,SOUTHEAST,Kittitas County,,Started,Debris Burning,None,None,05/04/08,15:21
EAGLE LAMBERT WAY,21,Classified,NORTHEAST,Stevens County,,Started,Debris Burning,None,None,05/03/08,5:30
LAURIER,24,Classified,NORTHEAST,Ferry County,,Started,Debris Burning,None,None,05/03/08,9:30
LAURIER,24,Classified,NORTHEAST,Ferry County,,First Attack,Debris Burning,None,None,05/03/08,10:15
Pataha Creek,5,Classified,SOUTHEAST,Garfield County,,Started,Debris Burning,None,None,05/03/08,13:00
Pataha Creek,5,Classified,SOUTHEAST,Garfield County,,First Attack,Debris Burning,None,None,05/03/08,13:00
SOUTH TULAROSA,3,Out of State,,,,Started,Undetermined,None,None,05/02/08,15:00
SPRING PEACOCK,606,Unclassified,NORTHEAST,Okanogan County,,Started,Debris Burning,None,None,05/02/08,9:20
SWANSON MILL,20,Classified,NORTHEAST,Okanogan County,,First Attack,Debris Burning,None,None,05/02/08,13:35
SWANSON MILL,20,Classified,NORTHEAST,Okanogan County,,Started,Debris Burning,None,None,05/02/08,13:30
WANACUT NEWS,814,False Alarm,NORTHEAST,Okanogan County,,Started,Undetermined,None,None,05/02/08,8:05
HOT BINS,18,Classified,NORTHEAST,Okanogan County,,Started,Debris Burning,None,None,05/01/08,15:00
HOT BINS,18,Classified,NORTHEAST,Okanogan County,,First Attack,Debris Burning,None,None,05/01/08,15:30
OUT METHOW,605,Unclassified,NORTHEAST,Okanogan County,,Started,Debris Burning,None,None,05/01/08,10:51
COTTONWOOD CREEK,19,Classified,NORTHEAST,Stevens County,,Started,Debris Burning,None,None,04/30/08,8:00
COTTONWOOD CREEK,19,Classified,NORTHEAST,Stevens County,,First Attack,Debris Burning,None,None,04/30/08,9:15
RIVERSIDE ROCK PILE,17,Classified,NORTHEAST,Okanogan County,,First Attack,Debris Burning,None,None,04/29/08,16:35
RIVERSIDE ROCK PILE,17,Classified,NORTHEAST,Okanogan County,,Started,Debris Burning,None,None,04/29/08,16:25
FINLEY,813,False Alarm,NORTHEAST,Okanogan County,,Started,Undetermined,None,None,04/28/08,16:45
GALLAGHER'S,603,Unclassified,NORTHEAST,Okanogan County,,Started,Miscellaneous,Electric Fence,None,04/28/08,14:56
PROUTY CORNER,16,Classified,NORTHEAST,Stevens County,,First Attack,Debris Burning,None,None,04/28/08,16:45
PROUTY CORNER,16,Classified,NORTHEAST,Stevens County,,Started,Debris Burning,None,None,04/28/08,16:45
RAINBOW FIRE,604,Unclassified,NORTHEAST,Okanogan County,,Started,Debris Burning,None,None,04/28/08,18:00
ROCK CUT,15,Classified,NORTHEAST,Stevens County,,Started,Debris Burning,None,None,04/28/08,13:15
ROCK CUT,15,Classified,NORTHEAST,Stevens County,,First Attack,Debris Burning,None,None,04/28/08,13:28
Concrete School,2,Classified,NORTHWEST,Skagit County,,Started,Miscellaneous,Structure Fire,None,04/27/08,13:30
Concrete School,2,Classified,NORTHWEST,Skagit County,,First Attack,Miscellaneous,Structure Fire,None,04/27/08,16:00
PINE POINT,14,Classified,NORTHEAST,Ferry County,,Started,Debris Burning,None,None,04/27/08,14:00
PINE POINT,14,Classified,NORTHEAST,Ferry County,,First Attack,Debris Burning,None,None,04/27/08,15:50
STONEY SADDLE,812,False Alarm,NORTHEAST,Stevens County,,Started,Undetermined,None,None,04/27/08,15:00
NARCISSE NORTHWEST,12,Classified,NORTHEAST,Stevens County,,Started,Debris Burning,None,None,04/26/08,14:00
NARCISSE NORTHWEST,12,Classified,NORTHEAST,Stevens County,,First Attack,Debris Burning,None,None,04/26/08,17:00
USFS-Allen,1500,Other Agency,SOUTHEAST,Chelan County,,Started,Miscellaneous,Other,None,04/26/08,19:27
TWO HORSE,13,Classified,NORTHEAST,Okanogan County,,First Attack,Debris Burning,None,None,04/25/08,18:00
TWO HORSE,13,Classified,NORTHEAST,Okanogan County,,Started,Debris Burning,None,None,04/25/08,12:00
Carrol Flats,3,Classified,SOUTHEAST,Yakima County,,Started,Arson,Other,None,04/24/08,13:59
Carrol Flats,3,Classified,SOUTHEAST,Yakima County,,First Attack,Arson,Other,None,04/24/08,13:59
106,2,Out of State,,,,Started,Undetermined,None,None,04/21/08,13:00
UN--Liberty RFD,600,Unclassified,SOUTHEAST,Kittitas County,,Started,Miscellaneous,Structure Fire,None,04/18/08,15:18
OLEMA,602,Unclassified,NORTHEAST,Okanogan County,,Started,Debris Burning,None,None,04/15/08,14:13
EVANS UNDERBURN,601,Unclassified,NORTHEAST,Stevens County,,Started,Debris Burning,None,None,04/14/08,12:00
POGUE MT.,11,Classified,NORTHEAST,Okanogan County,,Started,Recreation,Hunter,Campfire,04/14/08,12:00
POGUE MT.,11,Classified,NORTHEAST,Okanogan County,,First Attack,Recreation,Hunter,Campfire,04/14/08,17:30
SPRING SALMON RUN,811,False Alarm,NORTHEAST,Okanogan County,,Started,Undetermined,None,None,04/14/08,17:17
WILLIAM LK GILLETTE,810,False Alarm,NORTHEAST,Stevens County,,Started,Undetermined,None,None,04/14/08,18:00
410 Command,2,Classified,SOUTHEAST,Yakima County,,Started,Debris Burning,None,None,04/13/08,14:15
410 Command,2,Classified,SOUTHEAST,Yakima County,,First Attack,Debris Burning,None,None,04/13/08,14:00
ARTMAN GIBSON NORTH,8,Classified,NORTHEAST,Stevens County,,Started,Debris Burning,None,None,04/13/08,13:00
ARTMAN GIBSON NORTH,8,Classified,NORTHEAST,Stevens County,,First Attack,Debris Burning,None,None,04/13/08,13:30
Crest,9,Classified,PACIFIC CASC,Clark County,,Started,Debris Burning,None,None,04/13/08,20:35
Crest,9,Classified,PACIFIC CASC,Clark County,,First Attack,Debris Burning,None,None,04/13/08,20:35
ROSE ELLEN,9,Classified,NORTHEAST,Ferry County,,Started,Debris Burning,None,None,04/13/08,11:00
ROSE ELLEN,9,Classified,NORTHEAST,Ferry County,,First Attack,Debris Burning,None,None,04/13/08,13:00
WHITE TAIL FLATS,10,Classified,NORTHEAST,Ferry County,,Started,Miscellaneous,Other,None,04/13/08,14:30
WHITE TAIL FLATS,10,Classified,NORTHEAST,Ferry County,,First Attack,Miscellaneous,Other,None,04/13/08,15:10
Elma Gate Rd.,7,Classified,PACIFIC CASC,Thurston County,,Started,Debris Burning,None,None,04/12/08,16:00
Elma Gate Rd.,7,Classified,PACIFIC CASC,Thurston County,,First Attack,Debris Burning,None,None,04/12/08,16:00
QUINNON PIT,4,Classified,SO PUGET,Pierce County,,Started,Recreation,Other,Other,04/12/08,15:30
QUINNON PIT,4,Classified,SO PUGET,Pierce County,,First Attack,Recreation,Other,Other,04/12/08,16:00
Sierra Fire,8,Classified,PACIFIC CASC,Cowlitz County,,Started,Debris Burning,None,None,04/12/08,21:00
Sierra Fire,8,Classified,PACIFIC CASC,Cowlitz County,,First Attack,Debris Burning,None,None,04/12/08,21:00
GUSKE GRASS,2,Classified,SO PUGET,Pierce County,,Started,Miscellaneous,Burning material from auto (other than thrown),None,04/11/08,15:00
GUSKE GRASS,2,Classified,SO PUGET,Pierce County,,First Attack,Miscellaneous,Burning material from auto (other than thrown),None,04/11/08,16:00
MP#13,3,Classified,SO PUGET,Mason County,,First Attack,Miscellaneous,Other,None,04/11/08,15:15
MP#13,3,Classified,SO PUGET,Mason County,,Started,Miscellaneous,Other,None,04/11/08,15:15
OLD BLACK BEACH ROAD,7,Classified,NORTHEAST,Ferry County,,Started,Debris Burning,None,None,04/11/08,12:00
OLD BLACK BEACH ROAD,7,Classified,NORTHEAST,Ferry County,,First Attack,Debris Burning,None,None,04/11/08,13:20
Rich Rd.,601,Unclassified,PACIFIC CASC,Thurston County,,Started,Debris Burning,None,None,04/11/08,15:30
Robinson Orchard,1,Classified,SOUTHEAST,Chelan County,,Started,Debris Burning,None,None,04/09/08,10:14
FA-Camas Heights,800,False Alarm,SOUTHEAST,Chelan County,,Started,Undetermined,None,None,04/07/08,7:54
PECOS,1,Out of State,,,,Started,Undetermined,None,None,04/04/08,13:00
Bald Hill RD,6,Classified,PACIFIC CASC,Thurston County,,Started,Miscellaneous,Burning material from auto (other than thrown),None,04/03/08,14:45
